title,type,size,v_id,available,price,url
Hii-Def Barcode Nylon 5-Panel Adjustable Hat,Hats,,41117242425553,False,38.00,https://hiidef.xyz/products/copy-of-sunflower-6-panel-baseball-cap-black-edition?variant=41117242425553
Brown Drawstring Crewneck Sweatshirt,,S,41072666640593,False,72.00,https://hiidef.xyz/products/brown-drawstring-crewneck-sweatshirt?variant=41072666640593
Brown Drawstring Crewneck Sweatshirt,,M,41072666673361,False,72.00,https://hiidef.xyz/products/brown-drawstring-crewneck-sweatshirt?variant=41072666673361
Brown Drawstring Crewneck Sweatshirt,,L,41072666706129,False,72.00,https://hiidef.xyz/products/brown-drawstring-crewneck-sweatshirt?variant=41072666706129
Brown Drawstring Crewneck Sweatshirt,,XL,41072666738897,False,72.00,https://hiidef.xyz/products/brown-drawstring-crewneck-sweatshirt?variant=41072666738897
Brown Drawstring Crewneck Sweatshirt,,XL,41072666771665,False,72.00,https://hiidef.xyz/products/brown-drawstring-crewneck-sweatshirt?variant=41072666771665
Blue Barcode Puff Print T-Shirt,T-Shirts,S,41036999753937,False,36.00,https://hiidef.xyz/products/blue-barcode-puff-print-t-shirt?variant=41036999753937
Blue Barcode Puff Print T-Shirt,T-Shirts,M,41036999786705,False,36.00,https://hiidef.xyz/products/blue-barcode-puff-print-t-shirt?variant=41036999786705
Blue Barcode Puff Print T-Shirt,T-Shirts,L,41036999819473,False,36.00,https://hiidef.xyz/products/blue-barcode-puff-print-t-shirt?variant=41036999819473
Blue Barcode Puff Print T-Shirt,T-Shirts,XL,41036999852241,False,36.00,https://hiidef.xyz/products/blue-barcode-puff-print-t-shirt?variant=41036999852241
Blue Barcode Puff Print T-Shirt,T-Shirts,XL,41036999885009,False,36.00,https://hiidef.xyz/products/blue-barcode-puff-print-t-shirt?variant=41036999885009
Multi Logo Print Long Sleeve Crew (White Edition),,S,41024103022801,False,72.00,https://hiidef.xyz/products/multi-logo-print-long-sleeve-crew-white-edition?variant=41024103022801
Multi Logo Print Long Sleeve Crew (White Edition),,M,41024103055569,False,72.00,https://hiidef.xyz/products/multi-logo-print-long-sleeve-crew-white-edition?variant=41024103055569
Multi Logo Print Long Sleeve Crew (White Edition),,L,41024103088337,False,72.00,https://hiidef.xyz/products/multi-logo-print-long-sleeve-crew-white-edition?variant=41024103088337
Multi Logo Print Long Sleeve Crew (White Edition),,XL,41024103121105,False,72.00,https://hiidef.xyz/products/multi-logo-print-long-sleeve-crew-white-edition?variant=41024103121105
Multi Logo Print Long Sleeve Crew (White Edition),,XL,41024103153873,False,72.00,https://hiidef.xyz/products/multi-logo-print-long-sleeve-crew-white-edition?variant=41024103153873
I See You Puff Print T-Shirt,T-Shirts,S,41008888676561,False,36.00,https://hiidef.xyz/products/melt-logo-puff-print-t-shirt?variant=41008888676561
I See You Puff Print T-Shirt,T-Shirts,M,41008888709329,False,36.00,https://hiidef.xyz/products/melt-logo-puff-print-t-shirt?variant=41008888709329
I See You Puff Print T-Shirt,T-Shirts,L,41008888742097,False,36.00,https://hiidef.xyz/products/melt-logo-puff-print-t-shirt?variant=41008888742097
I See You Puff Print T-Shirt,T-Shirts,XL,41008888774865,False,36.00,https://hiidef.xyz/products/melt-logo-puff-print-t-shirt?variant=41008888774865
I See You Puff Print T-Shirt,T-Shirts,XL,41008888807633,False,36.00,https://hiidef.xyz/products/melt-logo-puff-print-t-shirt?variant=41008888807633
Handstyle Striped Sweater,,S,40998343540945,False,104.00,https://hiidef.xyz/products/handstyle-striped-sweate?variant=40998343540945
Handstyle Striped Sweater,,M,40998343573713,False,104.00,https://hiidef.xyz/products/handstyle-striped-sweate?variant=40998343573713
Handstyle Striped Sweater,,L,40998343606481,False,104.00,https://hiidef.xyz/products/handstyle-striped-sweate?variant=40998343606481
Handstyle Striped Sweater,,XL,40998343639249,False,104.00,https://hiidef.xyz/products/handstyle-striped-sweate?variant=40998343639249
Handstyle Striped Sweater,,XL,40998343672017,False,104.00,https://hiidef.xyz/products/handstyle-striped-sweate?variant=40998343672017
Purple Barcode Puff Print T-Shirt,T-Shirts,S,40974680752337,False,36.00,https://hiidef.xyz/products/purple-barcode-puff-print-t-shirt?variant=40974680752337
Purple Barcode Puff Print T-Shirt,T-Shirts,M,40974680785105,False,36.00,https://hiidef.xyz/products/purple-barcode-puff-print-t-shirt?variant=40974680785105
Purple Barcode Puff Print T-Shirt,T-Shirts,L,40974680817873,False,36.00,https://hiidef.xyz/products/purple-barcode-puff-print-t-shirt?variant=40974680817873
Purple Barcode Puff Print T-Shirt,T-Shirts,XL,40974680850641,False,36.00,https://hiidef.xyz/products/purple-barcode-puff-print-t-shirt?variant=40974680850641
Purple Barcode Puff Print T-Shirt,T-Shirts,XL,40974680883409,False,36.00,https://hiidef.xyz/products/purple-barcode-puff-print-t-shirt?variant=40974680883409
Button Neck Heat Sensitive Crewneck,,S,40950460088529,False,144.00,https://hiidef.xyz/products/button-collar-heat-sensitive-crewneck?variant=40950460088529
Button Neck Heat Sensitive Crewneck,,M,40950460121297,False,144.00,https://hiidef.xyz/products/button-collar-heat-sensitive-crewneck?variant=40950460121297
Button Neck Heat Sensitive Crewneck,,L,40950460154065,False,144.00,https://hiidef.xyz/products/button-collar-heat-sensitive-crewneck?variant=40950460154065
Button Neck Heat Sensitive Crewneck,,XL,40950460186833,False,144.00,https://hiidef.xyz/products/button-collar-heat-sensitive-crewneck?variant=40950460186833
Button Neck Heat Sensitive Crewneck,,XL,40950460219601,False,144.00,https://hiidef.xyz/products/button-collar-heat-sensitive-crewneck?variant=40950460219601
Pink Hii-Jet Airbrushed T-Shirt,T-Shirts,S,40900501438673,False,34.00,https://hiidef.xyz/products/pink-hii-jet-t-shirt?variant=40900501438673
Pink Hii-Jet Airbrushed T-Shirt,T-Shirts,M,40900501471441,False,34.00,https://hiidef.xyz/products/pink-hii-jet-t-shirt?variant=40900501471441
Pink Hii-Jet Airbrushed T-Shirt,T-Shirts,L,40900501504209,False,34.00,https://hiidef.xyz/products/pink-hii-jet-t-shirt?variant=40900501504209
Pink Hii-Jet Airbrushed T-Shirt,T-Shirts,XL,40900501536977,False,34.00,https://hiidef.xyz/products/pink-hii-jet-t-shirt?variant=40900501536977
Pink Hii-Jet Airbrushed T-Shirt,T-Shirts,XL,40900501569745,False,34.00,https://hiidef.xyz/products/pink-hii-jet-t-shirt?variant=40900501569745
Olive Green Hii Def House Long Sleeve T-Shirt,T-Shirts,S,40884048527569,False,40.00,https://hiidef.xyz/products/hii-def-house-long-sleeve-t-shirt?variant=40884048527569
Olive Green Hii Def House Long Sleeve T-Shirt,T-Shirts,M,40884048560337,False,40.00,https://hiidef.xyz/products/hii-def-house-long-sleeve-t-shirt?variant=40884048560337
Olive Green Hii Def House Long Sleeve T-Shirt,T-Shirts,L,40884048593105,False,40.00,https://hiidef.xyz/products/hii-def-house-long-sleeve-t-shirt?variant=40884048593105
Olive Green Hii Def House Long Sleeve T-Shirt,T-Shirts,XL,40884048625873,False,40.00,https://hiidef.xyz/products/hii-def-house-long-sleeve-t-shirt?variant=40884048625873
Olive Green Hii Def House Long Sleeve T-Shirt,T-Shirts,XL,40884048658641,False,40.00,https://hiidef.xyz/products/hii-def-house-long-sleeve-t-shirt?variant=40884048658641
Multi Logo Print Long Sleeve Crew (Black Edition),,S,40841225830609,False,70.00,https://hiidef.xyz/products/multi-logo-print-long-sleeve-crew?variant=40841225830609
Multi Logo Print Long Sleeve Crew (Black Edition),,M,40841225863377,False,70.00,https://hiidef.xyz/products/multi-logo-print-long-sleeve-crew?variant=40841225863377
Multi Logo Print Long Sleeve Crew (Black Edition),,L,40841225896145,False,70.00,https://hiidef.xyz/products/multi-logo-print-long-sleeve-crew?variant=40841225896145
Multi Logo Print Long Sleeve Crew (Black Edition),,XL,40841225928913,False,70.00,https://hiidef.xyz/products/multi-logo-print-long-sleeve-crew?variant=40841225928913
Multi Logo Print Long Sleeve Crew (Black Edition),,XL,40841225961681,False,70.00,https://hiidef.xyz/products/multi-logo-print-long-sleeve-crew?variant=40841225961681
Shipping,,,40838992789713,True,15.00,https://hiidef.xyz/products/shipping?variant=40838992789713
Sherpa Trucker Jacket (Blue Edition),,S,40768781582545,False,180.00,https://hiidef.xyz/products/sherpa-trucker-jacket?variant=40768781582545
Sherpa Trucker Jacket (Blue Edition),,M,40768781615313,False,180.00,https://hiidef.xyz/products/sherpa-trucker-jacket?variant=40768781615313
Sherpa Trucker Jacket (Blue Edition),,L,40768781648081,False,180.00,https://hiidef.xyz/products/sherpa-trucker-jacket?variant=40768781648081
Sherpa Trucker Jacket (Blue Edition),,XL,40768781680849,False,180.00,https://hiidef.xyz/products/sherpa-trucker-jacket?variant=40768781680849
Sherpa Trucker Jacket (Blue Edition),,XL,40768781713617,False,180.00,https://hiidef.xyz/products/sherpa-trucker-jacket?variant=40768781713617
Reversible Bomber Jacket,,S,40389962825937,False,150.00,https://hiidef.xyz/products/reversible-bomber-jacket?variant=40389962825937
Reversible Bomber Jacket,,M,40389962858705,False,150.00,https://hiidef.xyz/products/reversible-bomber-jacket?variant=40389962858705
Reversible Bomber Jacket,,L,40389962891473,False,150.00,https://hiidef.xyz/products/reversible-bomber-jacket?variant=40389962891473
Reversible Bomber Jacket,,XL,40389962924241,False,150.00,https://hiidef.xyz/products/reversible-bomber-jacket?variant=40389962924241
Reversible Bomber Jacket,,XL,40389962957009,False,150.00,https://hiidef.xyz/products/reversible-bomber-jacket?variant=40389962957009
Barcode Puff Print T-Shirt,T-Shirts,S,40328688894161,False,42.00,https://hiidef.xyz/products/barcode-puff-print-t-shirt-1?variant=40328688894161
Barcode Puff Print T-Shirt,T-Shirts,M,40328688926929,False,42.00,https://hiidef.xyz/products/barcode-puff-print-t-shirt-1?variant=40328688926929
Barcode Puff Print T-Shirt,T-Shirts,L,40328688959697,False,42.00,https://hiidef.xyz/products/barcode-puff-print-t-shirt-1?variant=40328688959697
Barcode Puff Print T-Shirt,T-Shirts,XL,40328688992465,False,42.00,https://hiidef.xyz/products/barcode-puff-print-t-shirt-1?variant=40328688992465
Barcode Puff Print T-Shirt,T-Shirts,XL,40328689025233,False,42.00,https://hiidef.xyz/products/barcode-puff-print-t-shirt-1?variant=40328689025233
Barcode Puff Print T-Shirt,T-Shirts,S,40052033945809,False,38.00,https://hiidef.xyz/products/barcode-puff-print-t-shirt?variant=40052033945809
Barcode Puff Print T-Shirt,T-Shirts,M,40052033978577,False,38.00,https://hiidef.xyz/products/barcode-puff-print-t-shirt?variant=40052033978577
Barcode Puff Print T-Shirt,T-Shirts,L,40052034011345,False,38.00,https://hiidef.xyz/products/barcode-puff-print-t-shirt?variant=40052034011345
Barcode Puff Print T-Shirt,T-Shirts,XL,40052034044113,False,38.00,https://hiidef.xyz/products/barcode-puff-print-t-shirt?variant=40052034044113
Barcode Puff Print T-Shirt,T-Shirts,XL,40052034076881,False,38.00,https://hiidef.xyz/products/barcode-puff-print-t-shirt?variant=40052034076881
Cloud Dye Embroidered Logo Crewneck Sweatshirt,Sweatshirts,S,40019408879825,False,92.00,https://hiidef.xyz/products/cloud-dye-embroidered-logo-crewneck-sweatshirt?variant=40019408879825
Cloud Dye Embroidered Logo Crewneck Sweatshirt,Sweatshirts,M,40019408912593,False,92.00,https://hiidef.xyz/products/cloud-dye-embroidered-logo-crewneck-sweatshirt?variant=40019408912593
Cloud Dye Embroidered Logo Crewneck Sweatshirt,Sweatshirts,L,40019408945361,False,92.00,https://hiidef.xyz/products/cloud-dye-embroidered-logo-crewneck-sweatshirt?variant=40019408945361
Cloud Dye Embroidered Logo Crewneck Sweatshirt,Sweatshirts,XL,40019408978129,False,92.00,https://hiidef.xyz/products/cloud-dye-embroidered-logo-crewneck-sweatshirt?variant=40019408978129
Cloud Dye Embroidered Logo Crewneck Sweatshirt,Sweatshirts,XL,40019409010897,False,92.00,https://hiidef.xyz/products/cloud-dye-embroidered-logo-crewneck-sweatshirt?variant=40019409010897
